id	en	ms
572	Verily this is a reminder. So let him who desires take the way to his Lord	Sesungguhnya (keterangan-keterangan yang mengandungi amaran) ini menjadi peringatan oleh itu sesiapa yang mahukan kebaikan dirinya dapatlah ia mengambil jalan yang membawa kepada Tuhannya (dengan iman dan taat
573	"Say: ""Just think. If this is from God and you deny it, who will be in greater error than he who is in open dissent"	"Katakanlah (wahai Muhammad): ""Sudahkah nampak baiknya keadaan kamu jika Al-Quran ini (yang datangnya) dari Allah kemudian kamu mengingkarinya? Siapakah yang lebih sesat daripada orang yang tetap berada dalam perbalahan dan pertentangan, yang menyimpang jauh dari kebenaran"
574	While) you were pelting them with stones of porphyritic lava	Yang melontar mereka dengan batu-batu dari sejenis tanah yang dibakar keras
575	Eat what is lawful and good of the provisions God has bestowed on you, and fear God in whom you believe	Dan makanlah dari rezeki yang telah diberikan Allah kepada kamu, iaitu yang halal lagi baik, dan bertaqwalah kepada Allah yang kepadaNya sahaja kamu beriman
576	We shall admit those who believe and do the right among the righteous	Dan orang-orang yang beriman serta beramal soleh, sudah tentu Kami akan masukkan mereka dalam kumpulan orang-orang yang soleh (dengan mendapat sebaik-baik balasan
577	Your Lord is God who created the heavens and the earth in six spans, then assumed His power, dispensing all affairs	Sesungguhnya Tuhan kamu ialah Allah yang menjadikan langit dan bumi dalam enam masa kemudian Ia bersemayam di atas Arasy mentadbirkan segala urusan
578	But if you follow their caprices, now that you have been given knowledge, you will have no friend or protector against God	Dan demi sesungguhnya, jika engkau (wahai Muhammad) menurut kehendak hawa nafsu mereka sesudah datangnya kepadamu wahyu pengetahuan (tentang kebenaran), maka tiadalah engkau peroleh dari Allah sesuatupun yang dapat mengawal dan memberi perlindungan kepadamu (dari perkara-perkara yang tidak diingini
579	He and his soldiers had become arrogant in the land for no reason, and did not think that they have to come back to Us in the end	Dan berlaku sombong takburlah Firaun dan tenteranya di negeri itu dengan tiada alasan yang benar, dan mereka menyangka bahawa mereka tidak akan dikembalikan kepada Kami
580	"And there are some who, though they say: ""We believe in God and the Last Day,"" (in reality) do not believe"	"Dan di antara manusia ada yang berkata: ""Kami telah beriman kepada Allah dan kepada hari akhirat""; padahal mereka sebenarnya tidak beriman"
581	It is He who multiplied you on the earth, and it will be before Him that you will be gathered	Dan Dia lah yang menciptakan serta mengembangkan kamu di bumi, dan kepadaNyalah kamu akan dihimpunkan
582	Easy have We made the Qur'an to understand: So is there any one who will be warned	Dan demi sesungguhnya! Kami telah mudahkan Al-Quran untuk menjadi peringatan dan pengajaran, maka adakah sesiapa yang mahu mengambil peringatan dan pelajaran (daripadanya
583	In fact, I allowed them and their fathers to enjoy this life till the truth, and the apostle preaching it lucidly, came to them	Kebanyakan mereka tidak kembali kepada tauhid, dan Aku pula tidak segerakan azab mereka) bahkan Aku memberikan mereka dan datuk nenek mereka menikmati kesenangan hidup, sehingga datanglah kepada mereka kebenaran (Al-Quran), dan seorang Rasul yang menerangkan tauhid
584	O Moses, I am that God, the mighty and all-wise	Wahai Musa, sesungguhnya Akulah Allah Yang Maha Kuasa, lagi Maha Bijaksana.4509Throw down your staff
585	"Say: ""I am not a new Messenger to come, nor do I know what is to be done to me or you"	"Katakanlah lagi: ""Bukanlah aku seorang Rasul pembawa ugama yang berlainan dari ugama yang dibawa oleh Rasul-rasul (yang telah lalu), dan aku tidak mengetahui apa yang akan dilakukan kepadaku dan kepada kamu"
586	"When they had given their promise, he said: ""God is witness to our conversation"	"Maka ketika mereka memberikan perjanjian yang teguh (bersumpah) kepadanya, berkatalah ia: ""Allah jualah yang menjadi Saksi dan Pengawas atas apa yang kita semua katakan itu"
587	"Call on your Lord, they said, ""to tell us the colour of the cow"	"Mereka berkata lagi: ""Pohonkanlah kepada Tuhanmu untuk kami, supaya diterangkanNya kepada kami apa warnanya"
588	The skies are near to bursting asunder above them (for awe of Him), and the angels sing the praises of their Lord, imploring forgiveness for the dwellers of the earth	Alam langit nyaris-nyaris pecah dari sebelah atasnya (kerana ngeri dan takutnya kepada kemurkaan Allah terhadap penduduk bumi yang lupakan kebesaran Allah sehingga menyeleweng dari jalan yang benar); dan malaikat bertasbih dengan memuji Tuhannya serta memohon ampun bagi makhluk-makhluk yang ada di bumi. Ingatlah
589	"And prayed:) ""O Lord, save me and my family from what they do"	"Nabi Lut berdoa): ""Wahai Tuhanku, selamatkanlah daku dan keluarga serta pengikut-pengikutku dari apa yang dilakukan oleh golongan (yang jahat) itu"
590	So he came from the chamber to his people, and suggested to them (by signs) to sing the praises of the Lord morning and evening	"Maka dia pun keluar mendapatkan kaumnya dari Mihrab (tempat sembahyangnya), lalu ia memberi isyarat kepada mereka: ""Hendaklah kamu bertasbih (mengerjakan ibadat kepada Allah) pagi dan petang"
591	"You say: ""Yes; and you will be lowly made"	"Jawablah (wahai Muhammad): ""Ya, benar !(Kamu semua akan dibangkitkan) dengan keadaan hina-dina"
592	It is thus likely that men will bear witness rightly, or else fear that their oaths may be disproved by oaths given after them	Hukum-hukum dan peraturan menjadi saksi) yang tersebut itu adalah jalan yang lebih dekat untuk mereka memberi keterangan persaksian menurut cara yang sebenarnya, atau untuk mereka merasa takut akan ditolak sumpah mereka (kepada waris-waris si mati) sesudah mereka bersumpah (yang akan mendedahkan kecurangan mereka
593	"They say: ""How is it that no sign was sent by his Lord (to His Prophet"	"Dan mereka yang ingkar itu berkata: ""Mengapa tidak diturunkan kepada (Muhammad) satu mukjizat dari Tuhannya"
594	"When Our lucid revelations are read out to them, the infidels say to those who believe: ""Which of the two groups is better in standing, and whose company is more excellent"	"Dan apabila dibacakan kepada mereka ayat-ayat Kami yang jelas nyata, berkatalah orang-orang yang kafir kepada orang-orang yang beriman: ""Puak yang manakah (dari kami dan kamu) yang lebih baik tempat tinggalnya dan lebih elok majlis perhimpunannya"
595	Who, when reminded of their Lord's revelations, do not fall for them like the deaf and blind	Dan juga mereka (yang diredhai Allah itu ialah orang-orang) yang apabila diberi peringatan dengan ayat-ayat keterangan Tuhan mereka, tidaklah mereka tunduk mendengarnya secara orang-orang yang pekak dan buta
596	"But when the star set, (Abraham) said: ""I love not those that wane"	"Kemudian apabila bintang itu terbenam, ia berkata pula: ""Aku tidak suka kepada yang terbenam hilang"
597	They are in the worse gradation, and farthest away from the right path	Mereka inilah yang lebih buruk kedudukannya dan yang lebih sesat dari jalan yang betul
598	And he who ascribes compeers to God is guilty of the gravest sin	Dan sesiapa yang mempersekutukan Allah (dengan sesuatu yang lain), maka sesungguhnya ia telah melakukan dosa yang besar
599	If one of you is driven by hunger (to eat the forbidden) without the evil intent of sinning, then God is forgiving and kind	Maka sesiapa yang terpaksa kerana kelaparan (memakan benda-benda yang diharamkan) sedang ia tidak cenderung hendak melakukan dosa (maka bolehlah ia memakannya), kerana sesungguhnya Allah maha Pengampun, lagi Maha Mengasihani
600	And do not place on us a heavy burden (responsibility) as You did on those before us; our Lord	Wahai Tuhan kami ! Janganlah Engkau bebankan kepada kami bebanan yang berat sebagaimana yang telah Engkau bebankan kepada orang-orang yang terdahulu daripada kami
601	Who created the seven skies one above the other. Do you see any disproportion in the creations of Ar-Rahman? Turn your eyes again. Do you see any fissures	Dia lah yang telah mengaturkan kejadian tujuh petala langit yang berlapis-lapis; engkau tidak dapat melihat pada ciptaan Allah Yang Maha Pemurah itu sebarang keadaan yang tidak seimbang dan tidak munasabah; (jika engkau ragu-ragu) maka ulangilah pandangan - (mu) - dapatkah engkau melihat sebarang kecacatan
602	Forgiver of trespasses, acceptor of repentance, severe of retribution, lord of power. There is no god but He. Towards Him is your destination	Yang Mengampunkan dosa, dan Yang Menerima taubat; Yang Berat azabNya; Yang Melimpah-limpah kurniaNya; tiada Tuhan melainkan Dia; kepadaNyalah tempat kembali
603	So that they were covered over by what they were covered over	Lalu (penduduk) bandar-bandar itu diliputi azab seksa yang meliputinya
604	Or do they have knowledge of the Unknown which they write down	Adakah pada sisi mereka (Lauh Mahfuz yang mengandungi) perkara-perkara yang ghaib, lalu mereka menyalin (daripadanya untuk menentang ajaran dan peringatanmu
605	He will tell them the truth of what they were doing	Kemudian Ia akan menerangkan kepada mereka (pada hari kiamat kelak), apa yang telah mereka lakukan (dan membalasnya
606	We shall deliver those who took heed for themselves, and leave the evil-doers kneeling there	Kemudian Kami akan selamatkan orang-orang yang bertaqwa, dan kami akan biarkan orang-orang yang zalim (dengan kekufurannya dan maksiatnya) tinggal berlutut di dalam neraka itu
607	And whosoever has done even an atom's weight of evil will behold that	Dan sesiapa berbuat kejahatan seberat zarah, nescaya akan dilihatnya (dalam surat amalnya
608	God leads whosoever He please astray and guides whosoever He will	Kerana sesungguhnya Allah menyesatkan sesiapa yang dikehendakiNya, dan Ia juga memberi hidayah petunjuk kepada sesiapa yang dikehendakiNya
609	We exalt whosoever We please in rank by degrees	Kami tinggikan pangkat-pangkat kedudukan sesiapa yang Kami kehendaki
610	"And tell the people of the Book and the Arabs: ""Do you submit"	"Dan bertanyalah (Wahai Muhammad) kepada orang-orang (Yahudi dan Nasrani) yang diberi Kitab, dan orang-orang yang ""Ummi"" (orang-orang musyrik Arab): ""Sudahkah kamu mematuhi dan menurut (ugama Islam yang aku bawa itu"
611	Those of the right hand -- how (happy) will be those of the right hand	Iaitu puak pihak kanan; alangkah bahagianya keadaan puak pihak kanan itu
612	Except those who repent and come to believe and do the right, for whom God will turn evil into goodness, for God is forgiving and kind	Kecuali orang yang bertaubat dan beriman serta mengerjakan amal yang baik, maka orang-orang itu, Allah akan menggantikan (pada tempat) kejahatan mereka dengan kebaikan; dan adalah Allah Maha Pengampun, lagi Maha Mengasihani
613	How can you bear that which is beyond your comprehension	Dan bagaimana engkau akan sabar terhadap perkara yang engkau tidak mengetahuinya secara meliputi
614	And they misled many. So do not give the evil-doers increase but in error	Dan sesungguhnya ketua-ketua itu telah menyesatkan kebanyakan (dari umat manusia); dan (dengan yang demikian) janganlah Engkau (wahai Tuhanku) menambahi orang-orang yang zalim itu melainkan kesesatan jua
615	But if they are married and guilty of adultery, inflict on them half the punishment (enjoined) for gentlewomen. This is for those who are afraid of doing wrong	Mereka (hamba-hamba perempuan yang akan dijadikan isteri, hendaklah) yang sopan bukan perempuan-perempuan lacur, dan bukan pula yang mengambil lelaki sebagai teman simpanan
616	Surely those who had gone before them had also plotted; but God's is all the planning, for He has knowledge of what each does	Dan sesungguhnya orang-orang kafir yang sebelum mereka telah melancarkan rancangan jahat (terhadap Nabi-nabi mereka): oleh itu, (janganlah engkau bimbang kerana) bagi Allah jualah kuasa menggagalkan segala jenis rancangan jahat
617	ALL PRAISE BE to God to whom belongs whatsoever is in the heavens and the earth, and His the praise in the world to come. He is all-wise and all-knowing	Segala puji tertentu bagi Allah yang memiliki dan menguasai segala yang ada di langit dan yang ada di bumi, dan bagiNyalah juga segala puji di akhirat; dan Dia lah sahaja Yang Maha Bijaksana, lagi Maha Mendalam pengetahuanNya
618	If you obey the disbelievers, they will make you turn back on your heels, so you will then turn back as losers	Jika kamu taatkan orang-orang yang kafir nescaya mereka akan menolak kamu kembali kepada kekufuran, lalu menjadilah kamu orang-orang yang rugi
619	So I swear by the Lord of the Easts and the Wests that We are certainly able	Maka Aku bersumpah dengan (kebesaranKu) Tuhan yang menguasai (seluruh alam, meliputi) tempat-tempat terbit (matahari dan bulan bintang) dan tempat-tempat tenggelamnya, - sesungguhnya Kami berkuasa
620	Until when the way is opened up for Gog and Magog and they press from every elevated place	Demikianlah keadaan mereka) hingga apabila terbuka tembok yang menyekat Yakjuj dan Makjuj, serta mereka meluru turun dari tiap-tiap tempat yang tinggi
621	Let the man of means spend according to his means, and he whose means are limited, should spend of what God has given him	Hendaklah orang yang mampu memberi nafkah menurut kemampuannya; dan sesiapa yang di sempitkan rezekinya, maka hendaklah ia memberi nafkah dari apa yang diberikan Allah kepadanya (sekadar yang mampu); Allah tidak memberati seseorang melainkan (sekadar kemampuan) yang diberikan Allah kepadanya
622	The duty of the Messenger is to convey the message clearly	Dan jika kamu taat kepadanya nescaya kamu beroleh hidayah petunjuk; dan (sebenarnya) Rasul Allah hanyalah bertanggungjawab menyampaikan perintah-perintah Allah dengan penjelasan yang terang nyata
623	It is God who created you from dust, then from a sperm, then formed you into pairs	Dan Allah menciptakan kamu dari tanah, kemudian dari (setitis) air benih, kemudian Ia menjadikan kamu berpasangan (lelaki dan perempuan
624	O children of Israel, remember the favours I bestowed on you, and made you exalted among the nations of the world	Wahai Bani Israil, kenanglah akan limpah kurnia nikmatKu yang telah Kuberikan kepada kamu, dan Aku telah melebihkan (datuk nenek) kamu (yang taat dahulu) atas umat-umat yang lain (yang ada pada zamannya
625	Those who turn their backs after the way of guidance has been opened to them, have been surely tempted by Satan and beguiled by illusory hopes	Sesungguhnya orang-orang yang telah berbalik kepada keingkaran mereka sesudah terang nyata kepada mereka kebenaran petunjuk (yang dikemukakan kepadanya), Syaitanlah yang memperdayakan mereka (berlaku demikian), serta memanjangkan angan-angan mereka
626	"He said: ""I am afraid of sending him with you lest a wolf should devour him when you are unmindful"	"Bapa mereka menjawab: ""Permergian kamu membawanya bersama sangatlah mendukacitakan daku, dan aku pula bimbang ia akan dimakan oleh serigala, ketika kamu lalai dari mengawalnya"
627	So no ransom will be accepted of you on this day, or of those who refused to believe	Oleh itu, pada hari ini tidak diterima penebus diri dari kamu, dan tidak juga dari orang-orang kafir.6951Hell will be your refuge and the only friend -- and how evil a destination
628	We sent a single blast against them, and they were reduced to husks of a decayed fence	Sesungguhnya Kami hantarkan kepada mereka satu pekikan (yang dahsyat), lalu menjadilah mereka (hancur) seperti ranting-ranting dan daun-daun yang pecah hancur, yang dikumpulkan oleh pemilik kandang binatang ternak
629	ALIF LAM RA. These are the verses of the authoritative Book	Alif, Laam Raa' ini ialah ayat-ayat Kitab (Al-Quran) yang mengandungi hikmat-hikmat dan kebenaran yang tetap teguh
630	In fact, they deny what is beyond the reach of their knowledge, whose explanation has not reached them yet	Bahkan mereka pula terburu-buru mendustakan Al-Quran yang fahaman mereka tidak dapat meliputi segala isi pengetahuannya, dan belum datang kepada mereka kenyataan yang menjelaskan kebenarannya
631	"Taste it, (they will be told). ""You were indeed the mighty and noble"	"Serta dikatakan kepadanya secara mengejek): ""Rasalah azab seksa, sebenarnya engkau adalah orang yang berpengaruh dan terhormat (dalam kalangan masyarakatmu"
632	So worship Him and put your trust in Him; your Lord is not heedless of what you do	Oleh itu, sembahlah akan Dia serta berserahlah kepadaNya. Dan (ingatlah), Tuhanmu tidak sekali-kali lalai akan apa yang kamu lakukan
633	Will you believe it when it comes to pass	Patutkah (kamu mengingkari azab itu), kemudian apabila ia menimpa kamu, kamu mengakui benarnya
634	We spoke one common language to each other, and that was from one human to another	Kami bercakap dalam bahasa yang sama, dan dari seorang manusia ke manusia yang lain
635	The experiences of war leave children at a real high risk for the development of emotional and behavioral problems	Pengalaman perang mendedahkan kanak-kanak kepada risiko tinggi dalam pembentukan masalah emosi dan kelakuan
636	I remember the first time I went on the web	Saya masih ingat kali pertama saya melayari web
637	I think it's excessive Internet use in general, excessive video gaming, excessive new access to pornography	Saya rasa ia adalah penggunaan internet yang melampau, dan juga permainan video, akses ke laman web porno yang keterlaluan
638	Here's why. Back in university, we had a quick project to design some solar-powered clocks	Ini sebabnya. Semasa di universiti, kami diberikan sebuah projek untuk mereka bentuk jam suria
639	From having no water whatsoever to consuming water to the highest degree, higher than any other nation	Daripada tidak mempunyai sumber air hinggalah menggunakan air dengan kadar yang amat tinggi
640	I'm still alive, and I have found Nirvana	Saya masih hidup, dan saya telah temui Nirwana
641	And the fourth chapter is one where a variety of things can happen	Dan bab yang keempat adalah bab di mana beberapa perkara boleh berlaku
642	I want to urge you to interview the Scrapper	Saya ingin galakkan anda untuk menemuduga Si Peninju
643	These were four guys on the L.A. Rams in the 1960s you did not want to go up against	Mereka berempat berada dalam L.A Rams pada tahun 1960-an anda pasti tak mahu bersaing dengan mereka
644	But attitude, aging is also attitude and health	Namun sikap, penuaan juga adalah sikap dan kesihatan
645	Growing up, I decided I wanted to become a doctor and save lives	Setelah dewasa, saya mahu menjadi doktor dan selamatkan nyawa
646	This includes the little system in Arabic called al-jebra	"Ini termasuk sistem kecil dalam bahasa Arab yang dipanggil ""al-jebra"
647	Although my family constantly struggled against poverty, I was always loved and cared for first, because I was the only son and the youngest of two in the family	Walaupun keluarga saya hidup dalam kemiskinan, saya selalu dipertamai dari segi sayang dan kasih kerana saya anak lelaki tunggal dan anak bongsu antara dua adik-beradik
648	So teachers become great actors and great actresses, and we come to work when we don't feel like it, and we're listening to policy that doesn't make sense, and we teach anyway	Jadi, guru berubah menjadi pelakon yang bagus. Walaupun tidak mahu, kita datang juga ke tempat kerja. Kita mendengar dasar yang tidak munasabah, dan kita tetap mengajar
649	And nobody read it except for my mom	Dan tak ada sesiapa pun yang membacanya kecuali ibu saya
650	It will appear, certainly, in many more Middle Eastern stories	Ia pasti muncul dalam banyak lagi cerita Timur Tengah. Ia pasti muncul dalam banyak lagi cerita Timur Tengah
651	In fact, I did it first in a four-day, very intensive data analysis, where I went back, pulled the interviews, the stories, pulled the incidents	menganalisa data secara intensif, saya mengambil wawancara-wawancara, cerita-cerita, kejadian-kejadian
652	In the case of hare, it's an ambiguous sound in English	"Bagi perkataan ""hare"", dalam bahasa Inggeris, suatu bunyi yang tidak jelas"
653	The real beauty of DNA though is in its imperfections	Apa yang menarik tentang DNA ialah ketidaksempurnaannya. Apa yang menarik tentang DNA ialah ketidaksempurnaannya
654	It's shown being presented here, put into its case by the director of the National Museum of Tehran, one of the many women in Iran in very senior positions, Mrs. Ardakani	Ia diserahkan dan diletak di dalam sebuah peti oleh pengarah Muzium Kebangsaan Tehran, salah seorang wanita di Iran berjawatan yang tinggi, Puan Ardakani
655	BG: I feel there is another TED talk coming up in a year or two	BG: Saya rasa ada lagi TED talk dalam masa satu atau dua tahun
656	Now, I know we live in a capitalist society, and profits matter a lot	Saya tahu kini kita hidup dalam masyarakat kapitalis, dan keuntungan sangat penting
657	The idea of linked data is that we get lots and lots and lots of these boxes that Hans had, and we get lots and lots and lots of things sprouting	Idea data berkaitan ialah, kita mendapat banyak kotak-kotak seperti yang Hans ada, dan kita mendapat banyak percambahan
658	Four years earlier, when I was one, after the Chernobyl accident, the rain came down black, and my sister's hair fell out in clumps, and I spent nine months in the hospital	4 tahun lalu, semasa saya berusia 1 tahun, setelah kejadian Chernobly, air hujan berwarna hitam, setelah kejadian Chernobly, air hujan berwarna hitam, rambut adik saya gugur secara bergumpal, saya berada di hospital selama 9 bulan
659	When Peseshet finally arrives at the House of Life, she runs into the doctor-priest Isesi	Apabila Peseshet tiba di Rumah Kehidupan, dia bertemu doktor-pendeta Isesi
660	I have been doing this the last eight years	Saya telah mengadakan sesi ini sejak lapan tahun lalu
661	Because they process information differently, each of our hemispheres think about different things, they care about different things, and, dare I say, they have very different personalities	Kerana ia memproses maklumat dengan cara berlainan, setiap belah otak berfikir tentang perkara berlainan, ia mempedulikan perkara berlainan, dan berani saya katakan, bahawa ia memiliki personaliti yang berlainan
662	And lately, to be involved in projects where I know about 50 percent of the project technique-wise and the other 50 percent would be new	Kebelakangan ini, untuk berkecimpung dalam sebarang projek yang saya kuasai sebanyak 50% secara tekniknya dan 50% selebihnya adalah baru bagi saya
663	And being here at TED and seeing the stimulation, hearing it, has been very, very energizing to me	Semasa saya berada di TED, saya melihat dan mendengar rangsangan, ia merupakan sesuatu yang memberangsangkan
664	Or, if you go in kind of half-heartedly, for a period of time you'll reduce the disease burden, but eventually those tools will become ineffective, and the death rate will soar back up again	Atau, jika anda ke sana secara acuh tak acuh, untuk satu tempoh masa anda boleh mengurangkan beban penyakit itu, tetapi lambat-laun penawar itu akan menjadi tidak berkesan, dan kadar kematian akan melonjak naik lagi
665	This certainly applies to those who are desperate enough to navigate choppy and stormy seas in boats	Ini relevan kepada mereka yang cukup terdesak untuk mengemudi ribut dan laut yang bergelora menggunakan bot
666	And what is amazing is that as history unfolded, this fictional reality became more and more powerful so that today, the most powerful forces in the world are these fictional entities	Dan apa yang menakjubkan ialah melalui sejarah ini, realiti fiksyen ini menjadi semakin kuat sehingga kini, kuasa terhebat di dunia ini adalah entiti-entiti fiksyen ini
667	And with tinnitus, the brain does strange things to make us think there’s a sound when there isn’t one	dan dengan tinnitus Otak melalukan perkara aneh membuat kita berfikir ada bunyi apabila sebenarnya tiada bunyi
668	A few years ago I went to China for a few months, and I couldn't speak Chinese, and this frustrated me, so I wrote about this and had it translated into Chinese, and then I learned this by heart, like music, I guess	Beberapa tahun lalu, saya pergi ke China selama beberapa bulan. Saya tidak tahu berbahasa Cina, dan ia mengecewakan saya. Jadi, saya menulis tentangnya dan ia telah diterjemahkan ke dalam bahasa Cina, dan saya menghafalnya, seperti muzik, saya rasa
669	What happens if in place of the healthy, balanced dish, you eat sugar-rich food instead	Bagaimana jika anda tidak ambil makanan yang sihat dan seimbang, tapi anda makan makanan yang bergula tinggi
670	Now we're already starting to see some experiments here	Sekarang kita sudah pun mula melihat beberapa eksperimen di sini
671	And beginning in the mid- to late 1990s, they began to focus on chapter one of the story	Dan bermula pertengahan ke akhir 1990-an mereka mula menumpukan perhatian kepada bab satu cerita ini
672	This process of erasure was coupled with the destruction of many houses along the river banks to be able to make machineries enter the narrow pedestrian network of the medina	Proses pemadaman ini ditambah pula dengan perobohan banyak rumah di sepanjang tebing sungai untuk membenarkan kemasukan jentera ke jalan-jalan sempit pejalan kaki di medina
673	And what's actually interesting to us was not that the bacteria made light but when the bacteria made light	Apa yang menarik perhatian kami bukanlah penghasilan cahaya oleh bakteria itu, tapi bila masanya ia menghasilkan cahaya
674	And you end you end up following your heart and feeling very fulfilled	Dan anda akhirnya turut kata hati anda dan berasa sungguh bersyukur
675	And that exam, whether you get a 70 percent, an 80 percent, a 90 percent or a 95 percent, the class moves on to the next topic	Sama ada anda dapat 70, 80, 90, atau 95 markah, Sama ada anda dapat 70, 80, 90, atau 95 markah, kelas tetap akan masuk ke topik seterusnya
676	Put a mouth inside the door, asking questions	"Letakkan ""mulut"" di dalam ""pintu"", ia membentuk ""tanya"
677	What I found incredibly astonishing and so motivational was that these families were so motivated to support their children	Apa yang saya dapati begitu menakjubkan dan memberangsangkan adalah keluarga ini sungguh terdorong untuk membantu anak-anak mereka
678	But anyway, this is about the evils of science, so I think it’s perfect	Tetapi, ini adalah mengenai kejahatan sains, jadi saya fikir ia sempurna
679	One of the most important consequences of Einstein's general theory of relativity was the discovery that the universe began as a rapid expansion of space and time 13.8 billion years ago, the Big Bang	"Salah satu kesan yang penting tentang teori umum relativiti Einstein adalah penemuan alam semesta bermula dengan perkembangan pesat ruang dan masa 13.8 bilion tahun lalu, iaitu "" the Big Bang"
680	So I wanted to ask them to, if they don't mind, stand up	Jadi saya ingin minta, jika mereka tidak kisah, untuk berdiri
681	But these are completely crazy, when you actually remember your sense of proportion	Namun, ini langsung tak masuk akal, apabila anda benar-benar ingat kembali apa yang penting buat anda
682	People who speak all on one note are really quite hard to listen to if they don't have any prosody at all	Orang yang bercakap semuanya pada satu nota sememangnya agak sukar untuk didengari jika mereka langsung tidak mempunyai prosodi
683	And what really struck me about them was that they weren't only optimistic, but they kind of struck me as nervous, for lack of a better word	Daripada pertemuan itu apa yang menyedarkan saya tentang mereka ialah, mereka ini bukan sahaja optimistik, tetapi mereka juga agak gementar, kalau itulah perkataan yang sesuai
684	Stars will create the Goldilocks conditions for crossing two new thresholds	Bintang akan mewujudkan keadaan Goldilocks untuk merentasi 2 ambang baru
685	"I said, ""Wow, great, I'm already learning things"	"Saya berfikir, ""Wow, bagus, saya belajar benda baru"
686	We can see what the relationship is between those two things	Dan kita dapat lihat perhubungan di antara kedua-duanya. Adakah ianya berkaitan secara positif
687	"They post projects like, ""I want to teach Huckleberry Finn and we don't have the books,"" or, ""I want a microscope to teach my students science and we don't have a microscope"	"Huckleberry Finn, tetapi kami tidak mempunyai buku tersebut"", atau ""Saya mahu mengajar sains tetapi kami tidak mempunyai mikroskop."" Anda dan saya boleh membelikan mereka barangan itu"
688	"Those emails would begin with something like this: ""What's a raghead like you doing in our parliament"	"E-mel tersebut dimulakan dengan ayat seperti ini: ""Apa 'raghead' seperti kamu buat dalam parlimen kami"
689	I hope there's one thing you all won't forget: In between the time you arrived here this morning and the time we break for lunch, there are going to be four homicides in the United States	Saya harap ada satu perkara yang anda takkan lupakan: Antara masa anda tiba di sini pagi ini dengan masa kita berenti makan tengah hari, akan ada empat kejadian bunuh
690	I listened to their parenting challenges, I listened to their parenting struggles and I listened to their call for help	Saya mendengar cabaran sebagai ibu bapa, saya mendengar kesukaran sebagai ibu bapa dan saya dengar laungan mereka untuk bantuan
691	What happened next was remarkable, and it's where our cylinder enters the story	Apa yang berlaku seterusnya amat hebat, Apa yang berlaku seterusnya amat hebat, dan ia merupakan masa apabila silinder ini menjadi sebahagian daripada cerita ini. dan ia merupakan masa apabila silinder ini menjadi sebahagian daripada cerita ini
692	Moderator: I was just wondering if you have anything more to share	Moderator: Saya ingin tahu jika ada sebarang perkongsian
693	That's when I started writing songs, and even then I only played them for myself	Masa itu saya mula cipta lagu, tapi hanya untuk diri sendiri
694	"I was like, ""I can't, I'm expecting an email about some gold"	"Aku tengah tunggu emel tentang emas."" Jadi saya rasa saya perlu buat sesuatu"
695	We can cooperate flexibly with countless numbers of strangers, because we alone, of all the animals on the planet, can create and believe fictions, fictional stories	Kita boleh kerjasama secara fleksibel dengan orang tidak dikenali, kerana kita sahaja, daripada semua binatang pada planet ini, boleh membina dan mempercaya fiksyen, cerita fiksyen
696	That's twice as long as humans have been on this planet	Manusia belum berada di planet ini pada masa itu
697	So let's imagine then that you're a roaring success on the dating scene	Katakanlah anda sangat popular dalam laman janji temu
698	And here it is -- (Laughter) You don't have to read this through -- (Laughter) This is also bad handwriting, but I did highlight some key words	Inilah dia -- (Gelak) Anda tidak perlu membaca semuanya -- (Gelak) Ini juga tulisan buruk, tetapi saya tekankan beberapa perkataan
699	"As my favorite author, Jane Austen, puts it, ""An unmarried woman of seven and twenty can never hope to feel or inspire affection again"	"Seperti yang ditulis penulis kegemaran saya, Jane Austen, ""Perempuan bujang yang berusia 7 dan 20 tahun tidak lagi dapat merasai atau mencetuskan rasa kasih sayang"
700	At first it's very unintuitive, but when you think about it from their point of view, it makes a ton of sense	Pada mulanya, ia tidak munasabah tapi jika anda memikirkannya dari sudut pandangan mereka, ia munasabah
701	Maybe they didn't know what happens when you raise something to the zeroth power	Mungkin mereka tidak faham apabila anda bercakap tentang kuasa sifar
702	Being humble and always hunting and searching for the best idea possible -- that's what listening is	Merendah diri dan mencari idea terbaik mungkin - itu mendengar
703	For example, here in California we're going to spend one billion dollars on the death penalty in the next five years -- one billion dollars	Contohnya, di California, kita akan belanjakan satu bilion dolar ke atas hukuman mati dalam 5 tahun seterusnya. Satu bilion dolar
704	I borrowed these three iPods from people here in the audience to show you what I mean	Dan saya meminjam tiga iPod ini dari para penonton di depan saya ini untuk tunjukkan pada anda apa yang saya maksudkan
705	HP: (In Chinese) YR: I was born and raised near Manchester, in England, but I'm not going to say it in English to you, because I'm trying to avoid any assumptions that might be made from my northern accent	HP: (Dalam bahasa Cina) YR: Saya dilahirkan dan dibesarkan berhampiran dengan Manchester, England, YR: Saya dilahirkan dan dibesarkan berhampiran dengan Manchester, England, tapi saya tidak akan bercakap dalam bahasa Inggeris, kerana saya cuba mengelakkan sebarang andaian yang mungkin dibuat berdasarkan pelat utara saya
706	If you think about it, the bow has really helped drive human survival since prehistoric times	Jika anda memikirkannya, busur telah membantu manusia prasejarah untuk kekal hidup
